Rank,Name,Age,Source,Industry,Gender,Continent,Country,Headquarters,State,Net Worth,Title
1999.0,William Ackman,51.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.1,"Founder, CEO, Pershing Square Capital Management, L.P."
1999.0,Soegiarto Adikoesoemo,79.0,chemicals,Logistics,Male,Asia,Indonesia,,,1.1,
1999.0,Ali Ibrahim Agaoglu,64.0,construction,Construction & Engineering,Male,Europe,Turkey,,,1.1,
1999.0,Hamdi Akin,63.0,diversified,Diversified,Male,Europe,Turkey,,,1.1,
1999.0,Chirayu Amin,71.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.1,
1999.0,Mehmet Aydinlar,61.0,hospitals,Healthcare,Male,Europe,Turkey,,,1.1,
1999.0,Emanuella Barilla,51.0,Barilla pasta,Food and Beverage,Female,Europe,Italy,,,1.1,
1999.0,Guido Barilla,59.0,Barilla pasta,Food and Beverage,Male,Europe,Italy,,,1.1,
1999.0,Luca Barilla,58.0,Barilla pasta,Food and Beverage,Male,Europe,Italy,,,1.1,
1999.0,Paolo Barilla,56.0,Barilla pasta,Food and Beverage,Male,Europe,Italy,,,1.1,
1999.0,Mehmet Rustu Basaran,71.0,"banking, gas",Energy,Male,Europe,Turkey,,,1.1,
1999.0,J. Hyatt Brown,80.0,insurance,Finance and Investments,Male,North America,United States,FL,Florida,1.1,
1999.0,Bu Yang,,retail,Fashion & Retail,Female,Asia,China,,,1.1,
1999.0,Hideyuki Busujima,65.0,pachinko machines,Gambling & Casinos,Male,Asia,Japan,,,1.1,
1999.0,Cai Rongjun,45.0,electronic components,Technology,Male,Asia,China,,,1.1,
1999.0,Cai Xiaoru,38.0,electronic components,Technology,Male,Asia,China,,,1.1,
1999.0,Delfin Jorge Ezequiel Carballo,65.0,banking,Finance and Investments,Male,South America,Argentina,,,1.1,
1999.0,Chen Jinshi,55.0,"construction, real estate",Real Estate,Male,Asia,China,,,1.1,
1999.0,Chen Qixing,58.0,electronics components,Technology,Male,Asia,China,,,1.1,
1999.0,Chen Shiliang,54.0,polyester,Manufacturing,Male,Asia,China,,,1.1,
1999.0,Chen Xiaxin,55.0,industrial machinery,Diversified,Male,Asia,China,,,1.1,
1999.0,Manas Chiaravanond,,diversified,Diversified,Male,Asia,Thailand,,,1.1,
1999.0,Yupa Chiaravanond,,diversified,Diversified,Female,Asia,Thailand,,,1.1,
1999.0,Prathip Chiravanond,,diversified,Diversified,Male,Asia,Thailand,,,1.1,
1999.0,Gustavo Cisneros,72.0,media,Media & Entertainment,Male,South America,Venezuela,,,1.1,
1999.0,Sandor Csanyi,64.0,"finance, real estate",Diversified,Male,Europe,Hungary,,,1.1,
1999.0,Cui Lijie,59.0,gambling,Gambling & Casinos,Female,Asia,Hong Kong,,,1.1,
1999.0,Dang Yanbao,45.0,coal,Metals & Mining,Male,Asia,China,,,1.1,
1999.0,Bharat Desai,65.0,IT consulting,Technology,Male,North America,United States,FL,Florida,1.1,"Chairman and Co-founder, Syntel Inc."
1999.0,Joseph Edelman,62.0,hedge funds,Finance and Investments,Male,North America,United States,NY,New York,1.1,"Founder & CEO, Perceptive Advisors"
1999.0,Wolfgang Egger,,real estate,Real Estate,Male,Europe,Germany,,,1.1,
1999.0,Andrei Filatov,46.0,"ports, railway transport",Logistics,Male,Asia,Russia,,,1.1,
1999.0,Paul Fireman,74.0,Reebok,Fashion & Retail,Male,North America,United States,MA,Massachusetts,1.1,
1999.0,J. Christopher Flowers,60.0,investments,Finance and Investments,Male,North America,United States,NY,New York,1.1,"Founder and Managing Director, J.C. Flowers & Co. LLC"
1999.0,Fu Kwan,60.0,"real estate, diversified",Diversified,Male,Asia,China,,,1.1,
1999.0,Sheela Gautam,86.0,mattresses,Fashion & Retail,Female,Asia,India,,,1.1,
1999.0,Drew Houston,35.0,Dropbox,Technology,Male,North America,United States,CA,California,1.1,"Cofounder and CEO, Dropbox"
1999.0,Huang Shilin,51.0,storage batteries,Energy,Male,Asia,China,,,1.1,
1999.0,Huang Wen Tsai,64.0,real estate,Real Estate,Male,Asia,China,,,1.1,
1999.0,Mohammed Ibrahim,71.0,communications,Telecom,Male,Europe,United Kingdom,,,1.1,"Founder, Mo Ibrahim Foundation"
1999.0,Hiroshi Ishibashi,71.0,tires,Automotive,Male,Asia,Japan,,,1.1,
1999.0,Bent Jensen,66.0,electric linear systems,Manufacturing,Male,Europe,Denmark,,,1.1,
1999.0,Chatchai Kaewbootta,66.0,auto loans,Finance and Investments,Male,Asia,Thailand,,,1.1,
1999.0,Jonas Kamprad,52.0,IKEA,Finance and Investments,Male,Europe,Sweden,,,1.1,
1999.0,Mathias Kamprad,48.0,IKEA,Finance and Investments,Male,Europe,Sweden,,,1.1,
1999.0,Peter Kamprad,53.0,IKEA,Finance and Investments,Male,Europe,Sweden,,,1.1,
1999.0,Madhu Kapur,,banking,Finance and Investments,Female,Asia,India,,,1.1,
1999.0,Richard Kayne,72.0,investments,Finance and Investments,Male,North America,United States,CA,California,1.1,
1999.0,Vladimir Kogan,54.0,banking,Diversified,Male,Asia,Russia,,,1.1,
1999.0,Koh Wee Meng,54.0,"real estate, hotels",Real Estate,Male,Asia,Singapore,,,1.1,
1999.0,Koo Bon-Joon,66.0,"electronics, household products",Technology,Male,Asia,South Korea,,,1.1,LG Electronics
1999.0,Lam Lung On,53.0,real estate,Real Estate,Male,Asia,China,,,1.1,
1999.0,Isaac Larian,63.0,toys,Manufacturing,Male,North America,United States,CA,California,1.1,
1999.0,Frank Laukien,58.0,scientific equipment,Manufacturing,Male,North America,United States,MA,Massachusetts,1.1,
1999.0,Lee Joon-Ho,53.0,online games,Technology,Male,Asia,South Korea,,,1.1,NHN Entertainment
1999.0,Lee Sang-Hyuk,46.0,investments,Technology,Male,Asia,South Korea,,,1.1,Yello Mobile
1999.0,Nancy Lerner,57.0,"banking, credit cards",Finance and Investments,Female,North America,United States,OH,Ohio,1.1,
1999.0,Norma Lerner,81.0,banking,Finance and Investments,Female,North America,United States,OH,Ohio,1.1,
1999.0,Randolph Lerner,56.0,"banking, credit cards",Finance and Investments,Male,North America,United States,OH,Ohio,1.1,
1999.0,David Xueling Li,45.0,live streaming service,Technology,Male,Asia,China,,,1.1,
1999.0,Li Tan,53.0,pharmaceuticals,Healthcare,Female,Asia,China,,,1.1,
1999.0,Li Weiguo,53.0,construction materials,Manufacturing,Male,Asia,China,,,1.1,
1999.0,Liang Feng,49.0,manufacturing,Manufacturing,Male,Asia,China,,,1.1,
1999.0,Liang Guangwei,54.0,conglomerate,Manufacturing,Male,Asia,China,,,1.1,
1999.0,Liang Shezeng,86.0,real estate,Real Estate,Male,Asia,China,,,1.1,
1999.0,Liao Chang,51.0,wine,Food and Beverage,Male,Asia,China,,,1.1,
1999.0,Jenny Lindén Urnes,46.0,powdered metal,Manufacturing,Female,Europe,Sweden,,,1.1,
1999.0,Liu Zhendong,47.0,industrial parks,Service,Male,Asia,China,,,1.1,
1999.0,Liu Zhiqiang,53.0,conglomerate,Diversified,Male,Asia,China,,,1.1,
1999.0,Jonathan Lu,49.0,e-commerce,Technology,Male,Asia,China,,,1.1,
1999.0,William Macaulay,72.0,energy investments,Energy,Male,North America,United States,CT,Connecticut,1.1,
1999.0,John Martin,66.0,pharmaceuticals,Healthcare,Male,North America,United States,CA,California,1.1,
1999.0,Yves-Loic Martin,52.0,laboratory services,Healthcare,Male,Europe,France,,,1.1,
1999.0,Satish Mehta,67.0,pharmaceuticals,Healthcare,Male,Asia,India,,,1.1,
1999.0,Nikita Mishin,46.0,"ports, railway transport",Logistics,Male,Asia,Russia,,,1.1,
1999.0,Konstantin Nikolaev,47.0,"ports, railway transport",Logistics,Male,Asia,Russia,,,1.1,
1999.0,Simon Nixon,50.0,price comparison website,Technology,Male,Europe,United Kingdom,,,1.1,
1999.0,Michael O'Leary,56.0,Ryanair,Service,Male,Europe,Ireland,,,1.1,
1999.0,Liora Ofer,64.0,investments,Finance and Investments,Female,Asia,Israel,,,1.1,
1999.0,Roberto Ongpin,81.0,diversified,Diversified,Male,Asia,Philippines,,,1.1,
1999.0,Niti Osathanugrah,44.0,investments,Finance and Investments,Male,Asia,Thailand,,,1.1,
1999.0,Frank Otto,60.0,retail,Fashion & Retail,Male,Europe,Germany,,,1.1,
1999.0,Gretel Packer,51.0,casinos,Media & Entertainment,Female,Oceania,Australia,,,1.1,
1999.0,Alberto Palatchi,68.0,wedding dresses,Fashion & Retail,Male,Europe,Spain,,,1.1,
1999.0,Peng Jianhu,61.0,tourism,Media & Entertainment,Male,Asia,China,,,1.1,
1999.0,Lucy Peng,45.0,e-commerce,Technology,Female,Asia,China,,,1.1,"CEO, Ant Financial Services, Alibaba Group"
1999.0,Andrei Rappoport,54.0,investments,Finance and Investments,Male,Asia,Russia,,,1.1,
1999.0,Andrea Reimann-Ciardelli,61.0,consumer goods,Fashion & Retail,Female,North America,United States,NH,New Hampshire,1.1,
1999.0,Igor Rotenberg,44.0,"construction, real estate",Diversified,Male,Asia,Russia,,,1.1,
1999.0,Alan Rydge,65.0,entertainment,Real Estate,Male,Oceania,Australia,,,1.1,
1999.0,Chris Sacca,42.0,venture capital investing,Finance and Investments,Male,North America,United States,CA,California,1.1,"Founder and Partner, Lowercase Capital"
1999.0,Alexander Samwer,43.0,tech investments,Technology,Male,Europe,Germany,,,1.1,"Cofounder, Rocket Internet"
1999.0,Marc Samwer,47.0,tech investments,Technology,Male,Europe,Germany,,,1.1,"Cofounder, Rocket Internet"
1999.0,Oliver Samwer,44.0,tech investments,Technology,Male,Europe,Germany,,,1.1,"Cofounder and CEO, Rocket Internet"
1999.0,Neil Shen,50.0,venture capital,Finance and Investments,Male,Asia,Hong Kong,,,1.1,"Founding Managing Partner, Sequoia Capital China"
1999.0,Albert Shigaboutdinov,65.0,"refinery, chemicals",Diversified,Male,Asia,Russia,,,1.1,
1999.0,Shin Dong-Joo,64.0,retail,Fashion & Retail,Male,Asia,South Korea,,,1.1,Lotte Shopping
1999.0,Yoshiko Shinohara,83.0,staffing,Service,Female,Asia,Japan,,,1.1,
1999.0,Analjit Singh,64.0,healthcare,Healthcare,Male,Asia,India,,,1.1,
1999.0,Stephen Smith,66.0,finance and investments,Finance and Investments,Male,North America,Canada,,,1.1,
1999.0,Michael Steinhardt,77.0,finance,Finance and Investments,Male,North America,United States,NY,New York,1.1,
1999.0,Svein Stole,54.0,investments,Finance and Investments,Male,Europe,Norway,,,1.1,
1999.0,Rustem Sulteev,64.0,"refinery, chemicals",Energy,Male,Asia,Russia,,,1.1,
1999.0,Julio Patricio Supervielle,61.0,banking,Finance and Investments,Male,South America,Argentina,,,1.1,
1999.0,Min-Liang Tan,40.0,gaming,Media & Entertainment,Male,Asia,Singapore,,,1.1,
1999.0,Hary Tanoesoedibjo,52.0,media,Media & Entertainment,Male,Asia,Indonesia,,,1.1,
1999.0,Sukanto Tanoto,68.0,diversified,Diversified,Male,Asia,Indonesia,,,1.1,
1999.0,Tiong Hiew King,82.0,"timber, media",Diversified,Male,Asia,Malaysia,,,1.1,
1999.0,Laurie Tisch,67.0,"insurance, NFL team",Diversified,Female,North America,United States,NY,New York,1.1,
1999.0,Steven Tisch,69.0,insurance,Diversified,Male,North America,United States,CA,California,1.1,
1999.0,James Truchard,74.0,software,Technology,Male,North America,United States,TX,Texas,1.1,
1999.0,Vardis Vardinoyannis,85.0,oil and gas,Energy,Male,Europe,Greece,,,1.1,
1999.0,Murat Vargi,70.0,telecom,Telecom,Male,Europe,Turkey,,,1.1,
1999.0,Wan Lianbu,52.0,fertilizers,Manufacturing,Male,Asia,China,,,1.1,
1999.0,Wang Miaotong,60.0,auto parts,Automotive,Male,Asia,China,,,1.1,
1999.0,Wang Zhenghua,73.0,budget airline,Service,Male,Asia,China,,,1.1,
1999.0,Wen Jianping,56.0,sewage treatment,Service,Male,Asia,China,,,1.1,
1999.0,Myron Wentz,78.0,health products,Fashion & Retail,Male,,St. Kitts and Nevis,,,1.1,
1999.0,Xia Zuoquan,56.0,automobiles,Automotive,Male,Asia,China,,,1.1,
1999.0,Swift Xie,,drones,Technology,Male,Asia,China,,,1.1,"Chief Marketing Officer, DJI Technology Co."
1999.0,Yao Jinbo,42.0,online marketplace,Technology,Male,Asia,China,,,1.1,
1999.0,Fatma Tuba Yazici,44.0,diversified,Diversified,Female,Europe,Turkey,,,1.1,
1999.0,Zhang Zhirong,49.0,"real estate, shipbuilding",Diversified,Male,Asia,Hong Kong,,,1.1,
1999.0,Zhao Yan,51.0,"real estate, finance",Diversified,Female,Asia,China,,,1.1,
1999.0,Zhou Zongwen,61.0,jewelry,Fashion & Retail,Male,Asia,China,,,1.1,
2124.0,Raamdeo Agrawal,61.0,financial services,Finance and Investments,Male,Asia,India,,,1.0,
2124.0,Maurizio Billi,60.0,generic drugs,Healthcare,Male,South America,Brazil,,,1.0,
2124.0,Sara Blakely,47.0,Spanx,Fashion & Retail,Female,North America,United States,GA,Georgia,1.0,"Founder, Spanx"
2124.0,Pete Bodharamik,45.0,telecom,Telecom,Male,Asia,Thailand,,,1.0,
2124.0,Cao Kejian,55.0,air compressors,Manufacturing,Male,Asia,China,,,1.0,
2124.0,Morris Chang,86.0,semiconductors,Technology,Male,Asia,Taiwan,,,1.0,
2124.0,Richard Chang,71.0,"real estate, electronics",Real Estate,Male,Asia,Taiwan,,,1.0,
2124.0,Chen Jianming,61.0,real estate,Real Estate,Male,Asia,China,,,1.0,
2124.0,Cho Yang-Rai,80.0,tire manufacturing,Manufacturing,Male,Asia,South Korea,,,1.0,Hankook Tire
2124.0,Yvon Chouinard,79.0,Patagonia,Fashion & Retail,Male,North America,United States,CA,California,1.0,
2124.0,Eduard Chukhlebov,54.0,metallurgy,Metals & Mining,Male,Asia,Russia,,,1.0,
2124.0,Jack Cockwell,77.0,"Real Estate, Private Equity",Finance and Investments,Male,North America,Canada,,,1.0,
2124.0,John Collison,27.0,Stripe,Technology,Male,Europe,Ireland,CA,California,1.0,"Cofounder, Stripe"
2124.0,Patrick Collison,29.0,Stripe,Technology,Male,Europe,Ireland,CA,California,1.0,"Cofounder, Stripe"
2124.0,Henry Davis,67.0,beef processing,Food and Beverage,Male,North America,United States,NE,Nebraska,1.0,
2124.0,Francois Feuillet,69.0,"motorhomes, RVs",Automotive,Male,Europe,France,,,1.0,
2124.0,Susumu Fujita,44.0,internet media,Media & Entertainment,Male,Asia,Japan,,,1.0,
2124.0,Filaret Galchev,54.0,construction materials,Construction & Engineering,Male,Asia,Russia,,,1.0,
2124.0,Yuri Gushchin,73.0,"candy, real estate",Food and Beverage,Male,Asia,Russia,,,1.0,
2124.0,David Hall,66.0,automotive technology,Automotive,Male,North America,United States,CA,California,1.0,"Cofounder and CEO, Velodyne Lidar"
2124.0,He Simo,53.0,power supply manufacturer,Manufacturing,Male,Asia,China,,,1.0,
2124.0,Hon Kwok Lung,62.0,real estate,Fashion & Retail,Male,Asia,Hong Kong,,,1.0,
2124.0,Elie Horn,74.0,real estate,Real Estate,Male,South America,Brazil,,,1.0,
2124.0,Huang Bingwen,64.0,packaging,Manufacturing,Male,Oceania,Australia,,,1.0,
2124.0,Huang Xiaofen,56.0,printed circuit boards,Technology,Female,Asia,China,,,1.0,
2124.0,Masayuki Ishihara,69.0,pachinko machines,Gambling & Casinos,Male,Asia,Japan,,,1.0,
2124.0,Tarang Jain,55.0,auto components,Manufacturing,Male,Asia,India,,,1.0,
2124.0,Jiang Wei,56.0,pharmaceuticals,Healthcare,Male,Asia,China,,,1.0,
2124.0,Jiang Xuefei,48.0,printed circuit boards,Technology,Male,Asia,China,,,1.0,
2124.0,David Kabiller,54.0,investment management,Finance and Investments,Male,North America,United States,CT,Connecticut,1.0,
2124.0,Morris Kahn,88.0,software,Technology,Male,Asia,Israel,,,1.0,
2124.0,"Anton Kathrein, Jr.",33.0,antennas,Manufacturing,Male,Europe,Germany,,,1.0,
2124.0,Kim Dae-Il,38.0,mobile gaming,Technology,Male,Asia,South Korea,,,1.0,
2124.0,Michael Kim,54.0,Investment,Finance and Investments,Male,Asia,South Korea,,,1.0,MBK Partners
2124.0,Ihor Kolomoyskyy,55.0,"banking, investments",Diversified,Male,,Ukraine,,,1.0,
2124.0,Koo Bon-Sik,59.0,electronics/household products,Technology,Male,Asia,South Korea,,,1.0,Heesung
2124.0,Igor Kudryashkin,56.0,metallurgy,Metals & Mining,Male,Asia,Russia,,,1.0,
2124.0,Lev Kvetnoi,52.0,cement,Finance and Investments,Male,Asia,Russia,,,1.0,
2124.0,Theodore Leonsis,62.0,sports teams,Sports,Male,North America,United States,VA,Virginia,1.0,
2124.0,Lev Leviev,62.0,diamonds,Metals & Mining,Male,Asia,Israel,,,1.0,
2124.0,Liang Zhaoxian,53.0,appliances,Manufacturing,Male,Asia,China,,,1.0,
2124.0,John Liew,50.0,Investment Management,Finance and Investments,Male,North America,United States,CT,Connecticut,1.0,
2124.0,Paul Little,70.0,"logistics, real estate",Real Estate,Male,Oceania,Australia,,,1.0,
2124.0,Liu Fuhai,63.0,"textiles, energy",Diversified,Male,Asia,China,,,1.0,
2124.0,Liu Jincheng,53.0,lithium batteries,Technology,Male,Asia,China,,,1.0,
2124.0,Liu Shaoxi,54.0,real estate,Real Estate,Male,Asia,China,,,1.0,
2124.0,Lu Weiding,47.0,diversified,Diversified,Male,Asia,China,,,1.0,
2124.0,Duncan MacMillan,80.0,Bloomberg LP,Finance and Investments,Male,North America,United States,NJ,New Jersey,1.0,
2124.0,George Marcus,76.0,real estate,Real Estate,Male,North America,United States,CA,California,1.0,
2124.0,Bernardo Matte,62.0,paper,Manufacturing,Male,South America,Chile,,,1.0,
2124.0,Eliodoro Matte,72.0,paper,Manufacturing,Male,South America,Chile,,,1.0,
2124.0,Mi Enhua,59.0,retail,Fashion & Retail,Male,Asia,China,,,1.0,
2124.0,Lowell Milken,69.0,investments,Finance and Investments,Male,North America,United States,CA,California,1.0,
2124.0,Nirmal Minda,60.0,auto parts,Automotive,Male,Asia,India,,,1.0,
2124.0,Martin Naughton,78.0,heating equipment,Manufacturing,Male,Europe,Ireland,,,1.0,
2124.0,Vadim Novinsky,54.0,steel,Metals & Mining,Male,,Ukraine,,,1.0,
2124.0,Sergei Petrov,63.0,auto import and dealerships,Automotive,Male,Asia,Russia,,,1.0,
2124.0,Carolyn Rafaelian,51.0,jewelry,Fashion & Retail,Female,North America,United States,RI,Rhode Island,1.0,
2124.0,Lawrence Rossy,75.0,dollar stores,Fashion & Retail,Male,North America,Canada,,,1.0,
2124.0,Alice Schwartz,91.0,biotech,Manufacturing,Female,North America,United States,CA,California,1.0,
2124.0,Martin Selig,80.0,real estate,Real Estate,Male,North America,United States,WA,Washington,1.0,
2124.0,Sathien Setthasit,63.0,energy drinks,Food and Beverage,Male,Asia,Thailand,,,1.0,
2124.0,Evan Sharp,35.0,Pinterest,Technology,Male,North America,United States,CA,California,1.0,
2124.0,Ravindra Kishore Sinha,66.0,security services,Service,Male,Asia,India,,,1.0,
2124.0,Axel Stawski,67.0,real estate,Real Estate,Male,North America,United States,NY,New York,1.0,
2124.0,Beny Steinmetz,61.0,"mining, diamonds, real estate",Metals & Mining,Male,Asia,Israel,,,1.0,
2124.0,Dirk Stroeer,49.0,advertising,Media & Entertainment,Male,Europe,Germany,,,1.0,
2124.0,Sun Shangchuan,54.0,electronics components,Technology,Male,Asia,China,,,1.0,
2124.0,Sam Tarascio,73.0,real estate,Real Estate,Male,Oceania,Australia,,,1.0,
2124.0,Robert Toll,77.0,home building,Real Estate,Male,North America,United States,FL,Florida,1.0,
2124.0,Surin Upatkoon,68.0,"telecom, lotteries, insurance",Diversified,Male,Asia,Thailand,,,1.0,
2124.0,Alexander Vik,63.0,investments,Finance and Investments,Male,Europe,Norway,,,1.0,
2124.0,Peter-Alexander Wacker,66.0,chemicals,Manufacturing,Male,Europe,Germany,,,1.0,
2124.0,Wang Jianyi,55.0,fiber optic cables,Technology,Male,Asia,China,,,1.0,
2124.0,V. Prem Watsa,67.0,"insurance, investments",Finance and Investments,Male,North America,Canada,,,1.0,
2124.0,Sandy Weill,84.0,Citigroup,Finance and Investments,Male,North America,United States,CA,California,1.0,
2124.0,Wen Pengcheng,55.0,agribusiness,Food and Beverage,Male,Asia,China,,,1.0,
2124.0,Wu Chung-yi,59.0,manufacturing,Manufacturing,Male,Asia,Taiwan,,,1.0,
2124.0,Yang Jianxin,48.0,apparel,Technology,Male,Asia,China,,,1.0,
2124.0,Yao Xinyi,53.0,air conditioning,Diversified,Male,Asia,China,,,1.0,
2124.0,Zhao Xiaoqiang,50.0,"fashion, entertainment",Fashion & Retail,Male,Asia,China,,,1.0,
2124.0,Zhou Liangzhang,55.0,electrical equipment,Manufacturing,Male,Asia,China,,,1.0,
2124.0,Zhu Xingming,51.0,electrical equipment,Manufacturing,Male,Asia,China,,,1.0,
2124.0,Zhuo Jun,52.0,printed circuit boards,Manufacturing,Female,Asia,Hong Kong,,,1.0,
2124.0,Olgun Zorlu,54.0,diversified,Diversified,Male,Europe,Turkey,,,1.0,
,Alberto Bombassei,77.0,automotive brakes,Automotive,Male,Europe,Italy,,,,
,Anant Asavabhokhin & family,67.0,real estate,Real Estate,Male,Asia,Thailand,,,,
,Banthoon Lamsam & family,65.0,banking,Finance and Investments,Male,Asia,Thailand,,,,
,Bill Adderley & family,70.0,home furnishings,Fashion & Retail,Male,Europe,United Kingdom,,,,
,Brothers Chearavanont,,food,Food and Beverage,Male,Asia,Thailand,,,,
,Bryan Sheffield,39.0,oil & gas,Energy,Male,North America,United States,TX,Texas,,
,Chalerm Yoovidhya & family,67.0,energy drinks,Food and Beverage,Male,Asia,Thailand,,,,
,Charles Butt & family,80.0,supermarkets,Fashion & Retail,Male,North America,United States,TX,Texas,,
,Charles Cadogan & family,80.0,real estate,Real Estate,Male,Europe,United Kingdom,,,,
,Chatri Sophonpanich & family,84.0,banking,Finance and Investments,Male,Asia,Thailand,,,,
,Chirathivat family,,retail,Fashion & Retail,,Asia,Thailand,,,,
,Daniel Tsai & family,,finance,Finance and Investments,Male,Asia,Taiwan,,,,
,Desmond Sacco,75.0,mining,Metals & Mining,Male,Africa,South Africa,,,,
,Dieter Schaub,80.0,media,Media & Entertainment,Male,Europe,Germany,,,,
,Dik Wessels,72.0,"construction, engineering",Construction & Engineering,Male,Europe,Netherlands,,,,
,Elisabeth Badinter & family,74.0,advertising,Media & Entertainment,Female,Europe,France,,,,
,Gao Dekang & family,66.0,apparel,Fashion & Retail,Male,Asia,China,,Jiangsu,,
,Han Tao,57.0,electronics components,Manufacturing,Male,Asia,China,,Zhejiang,,
